name,party,era,band,n,share_angry
Steve Daines,Republican,Trump II,09-17 work,576,0.19618055555555555
Zachary Nunn,Republican,Trump II,09-17 work,571,0.19614711033274956
Rudy Yakym III,Republican,Trump II,05-08 morning,459,0.19607843137254902
Jared Moskowitz,Democrat,Trump II,05-08 morning,250,0.196
Paul Tonko,Democrat,Obama,09-17 work,5593,0.1959592347577329
Katie Hill D-CA,Democrat,Trump,09-17 work,766,0.195822454308094
Eric Sorensen,Democrat,Trump II,05-08 morning,378,0.19576719576719576
Lois Frankel,Democrat,Biden,18-20 evening,327,0.19571865443425077
Bill Shuster R-PA,Republican,Obama,09-17 work,1799,0.19566425792106726
Kathy Castor,Democrat,Obama,09-17 work,1472,0.1956521739130435
Mike Enzi R-WY,Republican,Obama,05-08 morning,220,0.19545454545454546
Gary C. Peters,Democrat,Trump,05-08 morning,307,0.19543973941368079
Mary Gay Scanlon,Democrat,Biden,09-17 work,3940,0.19543147208121828
Shontel M. Brown,Democrat,Biden,09-17 work,1162,0.19535283993115318
Denny Heck D-WA,Democrat,Trump,09-17 work,1700,0.1952941176470588
Tim Walberg,Republican,Trump II,09-17 work,507,0.1952662721893491
"Scott, David",Democrat,Obama,09-17 work,1773,0.19514946418499718
H. Morgan Griffith,Republican,Trump II,05-08 morning,287,0.1951219512195122
Jason Crow,Democrat,Trump,09-17 work,1845,0.1951219512195122
Rick W. Allen,Republican,Trump II,05-08 morning,323,0.19504643962848298
Sandy Adams R-FL,Republican,Obama,09-17 work,200,0.195
"Pence, Greg",Republican,Biden,09-17 work,1072,0.19496268656716417
Shelley Moore Capito,Republican,Biden,18-20 evening,385,0.19480519480519481
Mitch McConnell,Republican,Trump II,09-17 work,308,0.19480519480519481
Jim Cooper D-TN,Democrat,Trump,05-08 morning,308,0.19480519480519481
John Barrasso,Republican,Trump,05-08 morning,380,0.19473684210526315
Ross Spano R-FL,Republican,Trump,09-17 work,1212,0.19471947194719472
Marie Newman D-IL,Democrat,Biden,09-17 work,1572,0.1946564885496183
"Romney, Mitt",Republican,Trump,09-17 work,797,0.1944792973651192
Joseph D. Morelle,Democrat,Trump,18-20 evening,283,0.19434628975265017
Michael R. Turner,Republican,Biden,05-08 morning,448,0.19419642857142858
Robin L. Kelly,Democrat,Obama,09-17 work,963,0.19418483904465214
Mike Doyle D-PA,Democrat,Biden,09-17 work,824,0.1941747572815534
Salud O. Carbajal,Democrat,Trump,09-17 work,2612,0.194104134762634
Monica De La Cruz,Republican,Biden,09-17 work,840,0.19404761904761905
Kerry Bentivolio R-MI,Republican,Obama,09-17 work,825,0.19393939393939394
Julia Brownley,Democrat,Trump,05-08 morning,490,0.19387755102040816
Kathy Castor,Democrat,Biden,18-20 evening,351,0.19373219373219372
Nanette Diaz Barragán,Democrat,Biden,05-08 morning,764,0.193717277486911
Cory Gardner R-CO,Republican,Obama,09-17 work,852,0.1936619718309859
Josh Harder,Democrat,Trump,18-20 evening,326,0.19325153374233128
"Phillips, Dean",Democrat,Trump,18-20 evening,207,0.1932367149758454
Alma S. Adams,Democrat,Trump,18-20 evening,440,0.19318181818181818
John Sullivan R-OK,Republican,Obama,09-17 work,264,0.19318181818181818
Tim Scott,Republican,Trump II,09-17 work,715,0.193006993006993
John Kline R-MN,Republican,Obama,18-20 evening,508,0.19291338582677164
Elissa Slotkin,Democrat,Trump,09-17 work,1105,0.19276018099547512
James P. McGovern,Democrat,Obama,18-20 evening,384,0.19270833333333334
Deb Haaland D-NM,Democrat,Trump,09-17 work,3000,0.19266666666666668
Bill Cassidy,Republican,Biden,18-20 evening,322,0.19254658385093168
E.B. Johnson D-TX,Democrat,Trump,09-17 work,1358,0.19219440353460973
Laurel M. Lee,Republican,Trump II,09-17 work,484,0.1921487603305785
Jodey C. Arrington,Republican,Trump,09-17 work,2035,0.19213759213759213
Ryan K. Zinke,Republican,Trump II,09-17 work,203,0.1921182266009852
Sara Jacobs,Democrat,Biden,18-20 evening,203,0.1921182266009852
David McCormick,Republican,Trump II,09-17 work,516,0.19186046511627908
Sharice Davids,Democrat,Trump II,09-17 work,793,0.19167717528373265
John Thune,Republican,Biden,18-20 evening,402,0.19154228855721392
Nikema Williams,Democrat,Biden,09-17 work,3806,0.19153967419863374
Elaine Luria D-VA,Democrat,Biden,18-20 evening,235,0.19148936170212766
Joe Courtney,Democrat,Trump,09-17 work,2930,0.19146757679180887
"Gonzales, Tony",Republican,Biden,09-17 work,1839,0.19086460032626426
Anthony Gonzalez R-OH,Republican,Biden,09-17 work,588,0.19047619047619047
Gary C. Peters,Democrat,Trump,18-20 evening,688,0.19040697674418605
Cliff Stearns R-FL,Republican,Obama,09-17 work,226,0.1902654867256637
Alma S. Adams,Democrat,Biden,05-08 morning,326,0.1901840490797546
"Kildee, Dan",Democrat,Obama,18-20 evening,284,0.19014084507042253
Thomas R. Suozzi,Democrat,Trump,09-17 work,1641,0.19012797074954296
Richard J. Durbin,Democrat,Obama,09-17 work,6696,0.19011350059737156
Bradley Scott Schneider,Democrat,Biden,09-17 work,2306,0.1899392888117953
Martha Roby R-AL,Republican,Obama,18-20 evening,337,0.18991097922848665
Tim Ryan D-OH,Democrat,Biden,09-17 work,1280,0.18984375
Robert Pittenger R-NC,Republican,Obama,18-20 evening,659,0.18968133535660092
Laura Gillen,Democrat,Trump II,05-08 morning,348,0.1896551724137931
"Manning, Kathy ",Democrat,Biden,09-17 work,2168,0.18957564575645758
Jennifer L. McClellan,Democrat,Biden,18-20 evening,306,0.1895424836601307
"Williams, Brandon",Republican,Biden,09-17 work,818,0.18948655256723718
Seth Magaziner,Democrat,Biden,09-17 work,1225,0.1893877551020408
John Delaney D-MD,Democrat,Trump,09-17 work,565,0.18938053097345134
Mark Walker R-NC,Republican,Trump,18-20 evening,449,0.18930957683741648
John Garamendi,Democrat,Trump,05-08 morning,989,0.1890798786653185
Thom Tillis,Republican,Trump,05-08 morning,402,0.1890547263681592
John Barrasso,Republican,Trump,09-17 work,1529,0.18901242642249835
Brian J. Mast,Republican,Trump II,05-08 morning,969,0.18885448916408668
Randy Feenstra,Republican,Trump II,05-08 morning,646,0.18885448916408668
Bradley Byrne R-AL,Republican,Trump,18-20 evening,530,0.18867924528301888
Cory A. Booker,Democrat,Biden,05-08 morning,981,0.18858307849133538
Jose Serrano D-NY,Democrat,Trump,18-20 evening,207,0.18840579710144928
Joe Neguse,Democrat,Trump,18-20 evening,207,0.18840579710144928
Michael K. Simpson,Republican,Trump II,09-17 work,361,0.1883656509695291
Joe Barton R-TX,Republican,Obama,05-08 morning,223,0.18834080717488788
Lori Trahan,Democrat,Biden,18-20 evening,425,0.18823529411764706
Brett Guthrie,Republican,Trump II,09-17 work,627,0.18819776714513556
John McCain R-AZ,Republican,Obama,09-17 work,6047,0.18819249214486522
Deborah K. Ross,Democrat,Biden,18-20 evening,218,0.18807339449541285
Ron Johnson,Republican,Trump,18-20 evening,452,0.18805309734513273
Kevin Brady R-TX,Republican,Obama,05-08 morning,1096,0.18795620437956204
James R. Baird,Republican,Trump II,05-08 morning,309,0.18770226537216828
Joe Neguse,Democrat,Trump,09-17 work,2718,0.18763796909492272
Tim Kaine,Democrat,Biden,05-08 morning,741,0.18758434547908232
Maxine Waters,Democrat,Obama,09-17 work,320,0.1875
Nancy Pelosi,Democrat,Biden,18-20 evening,240,0.1875
Cory A. Booker,Democrat,Biden,09-17 work,2860,0.1874125874125874
Ron Johnson,Republican,Trump,09-17 work,2338,0.18733960650128315
Mary Gay Scanlon,Democrat,Biden,05-08 morning,363,0.18732782369146006
Jacky Rosen,Democrat,Trump,09-17 work,3205,0.187207488299532
Cindy Hyde-Smith,Republican,Trump II,09-17 work,513,0.1871345029239766
Adrian Smith,Republican,Biden,05-08 morning,214,0.18691588785046728
Jackie Walorski R-IN,Republican,Obama,18-20 evening,321,0.18691588785046728
"Armstrong, Kelly",Republican,Trump,05-08 morning,289,0.18685121107266436
Sara Jacobs,Democrat,Biden,09-17 work,2339,0.18683197947840957
"Stabenow, Debbie",Democrat,Obama,09-17 work,1012,0.18675889328063242
Jay Obernolte,Republican,Biden,09-17 work,1223,0.18642681929681112
Charles E. Schumer,Democrat,Obama,09-17 work,5152,0.18633540372670807
Darren Soto,Democrat,Trump,09-17 work,2829,0.18628490632732414
Randy Feenstra,Republican,Trump II,09-17 work,843,0.18623962040332148
Donna Edwards D-MD,Democrat,Obama,21-23 late,231,0.18614718614718614
Dan Coats R-IN,Republican,Obama,09-17 work,2983,0.18605430774388199
Linda T. Sánchez,Democrat,Biden,05-08 morning,511,0.18590998043052837
Jennifer A. Kiggans,Republican,Trump II,09-17 work,1178,0.18590831918505943
"Donald S. Beyer, Jr.",Democrat,Obama,09-17 work,2427,0.1858261227853317
"Cardin, Benjamin",Democrat,Biden,09-17 work,2987,0.18580515567458988
Ted Yoho R-FL,Republican,Obama,09-17 work,474,0.18565400843881857
"Bucshon, Larry",Republican,Trump,09-17 work,1239,0.18563357546408393
Mariannette Miller-Meeks,Republican,Biden,05-08 morning,668,0.18562874251497005
Rudy Yakym III,Republican,Trump II,09-17 work,631,0.18541996830427893
Janice D. Schakowsky,Democrat,Obama,09-17 work,437,0.1853546910755149
"LaMalfa, Doug",Republican,Trump,09-17 work,1117,0.18531781557743957
Orrin Hatch R-UT,Republican,Trump,05-08 morning,556,0.18525179856115107
David McKinley R-WV,Republican,Obama,09-17 work,2959,0.18519770192632645
Gary J. Palmer,Republican,Obama,05-08 morning,292,0.18493150684931506
Van Taylor R-TX,Republican,Biden,09-17 work,238,0.18487394957983194
Jared F. Golden,Democrat,Biden,09-17 work,1401,0.18486795146324053
Alma S. Adams,Democrat,Biden,09-17 work,1012,0.18478260869565216
"Gilbert Ray Cisneros, Jr.",Democrat,Trump,05-08 morning,509,0.18467583497053044
Grace Meng,Democrat,Biden,09-17 work,3603,0.1845684152095476
Shontel M. Brown,Democrat,Biden,05-08 morning,293,0.18430034129692832
John McCain R-AZ,Republican,Obama,05-08 morning,3133,0.18384934567507183
Markwayne Mullin R-OK,Republican,Trump,09-17 work,1496,0.18382352941176472
"Curtis, John ",Republican,Biden,09-17 work,1192,0.1837248322147651
Rick Larsen,Democrat,Trump,18-20 evening,915,0.18360655737704917
Joe Neguse,Democrat,Trump,00-04 night,207,0.18357487922705315
Lamar Alexander R-TN,Republican,Obama,05-08 morning,376,0.18351063829787234
Pete Olson R-TX,Republican,Trump,21-23 late,289,0.18339100346020762
Denny Heck D-WA,Democrat,Trump,18-20 evening,202,0.18316831683168316
"Cardin, Benjamin",Democrat,Obama,21-23 late,235,0.1829787234042553
Tom McClintock,Republican,Trump,09-17 work,492,0.18292682926829268
John B. Larson,Democrat,Biden,05-08 morning,246,0.18292682926829268
Lamar Alexander R-TN,Republican,Obama,09-17 work,2204,0.18284936479128858
Valerie P. Foushee,Democrat,Biden,09-17 work,783,0.1826309067688378
Bill Foster,Democrat,Biden,09-17 work,2437,0.1826015592942142
Tammy Baldwin,Democrat,Biden,05-08 morning,931,0.18259935553168635
Bennie G. Thompson,Democrat,Biden,05-08 morning,356,0.18258426966292135
"Wild, Susan",Democrat,Trump,09-17 work,1793,0.18237590630228667
Cheri Bustos D-IL,Democrat,Biden,18-20 evening,214,0.1822429906542056
Amy Klobuchar,Democrat,Biden,09-17 work,3691,0.18206448117041452
Vicente Gonzalez,Democrat,Trump,09-17 work,1286,0.18195956454121306
Kevin Cramer,Republican,Trump,09-17 work,3197,0.18142008132624335
Gary J. Palmer,Republican,Obama,09-17 work,976,0.18135245901639344
T.J. Cox D-CA,Democrat,Trump,05-08 morning,353,0.1813031161473088
Andy Kim,Democrat,Biden,05-08 morning,585,0.1811965811965812
Richard McCormick,Republican,Trump II,05-08 morning,530,0.1811320754716981
Jeanne Shaheen,Democrat,Biden,09-17 work,5010,0.18103792415169662
"Budd, Ted",Republican,Trump,09-17 work,2171,0.18102257024412713
Richard Blumenthal,Democrat,Obama,09-17 work,5998,0.18089363121040347
Catherine Cortez Masto,Democrat,Biden,18-20 evening,343,0.18075801749271136
John Campbell R-CA,Republican,Obama,09-17 work,404,0.1806930693069307
Roger Williams,Republican,Trump II,05-08 morning,537,0.18063314711359404
Morgan Luttrell,Republican,Trump II,09-17 work,227,0.18061674008810572
Monica De La Cruz,Republican,Trump II,05-08 morning,288,0.18055555555555555
Brian J. Mast,Republican,Trump II,00-04 night,327,0.18042813455657492
Grace Meng,Democrat,Biden,05-08 morning,693,0.18037518037518038
Paul Mitchell R-MI,Republican,Trump,09-17 work,1231,0.1803411860276198
Carol Shea-Porter D-NH,Democrat,Obama,09-17 work,483,0.18012422360248448
Bill Huizenga,Republican,Obama,18-20 evening,422,0.18009478672985782
Michael Lawler,Republican,Trump II,09-17 work,1111,0.18001800180018002
Nikema Williams,Democrat,Biden,05-08 morning,400,0.18
Susie Lee,Democrat,Biden,05-08 morning,967,0.17993795243019647
"Cardenas, Tony",Democrat,Biden,05-08 morning,328,0.1798780487804878
Dennis Ross R-FL,Republican,Trump,09-17 work,467,0.17987152034261242
Dennis Ross R-FL,Republican,Obama,05-08 morning,312,0.1794871794871795
Josh Harder,Democrat,Trump,09-17 work,1800,0.17944444444444443
Jerry Moran,Republican,Biden,09-17 work,1126,0.17939609236234458
Mike Collins,Republican,Biden,00-04 night,262,0.17938931297709923
Ed Royce R-CA,Republican,Obama,05-08 morning,541,0.17929759704251386
Zoe Lofgren,Democrat,Biden,05-08 morning,235,0.17872340425531916
Todd Young,Republican,Biden,18-20 evening,291,0.17869415807560138
Catherine Cortez Masto,Democrat,Biden,09-17 work,3627,0.17866004962779156
"Gilbert Ray Cisneros, Jr.",Democrat,Trump,09-17 work,2124,0.17843691148775895
Rob Goodlatte R-VA,Republican,Obama,18-20 evening,213,0.1784037558685446
Brendan F. Boyle,Democrat,Obama,18-20 evening,370,0.1783783783783784
Bob Gibbs R-OH,Republican,Obama,09-17 work,2154,0.17827298050139276
"Tester, Jon",Democrat,Trump,18-20 evening,331,0.1782477341389728
Katie Hill D-CA,Democrat,Trump,05-08 morning,202,0.1782178217821782
Ross Spano R-FL,Republican,Trump,18-20 evening,202,0.1782178217821782
Bill Huizenga,Republican,Trump,21-23 late,202,0.1782178217821782
Rick Larsen,Democrat,Trump,00-04 night,202,0.1782178217821782
John Shimkus R-IL,Republican,Obama,09-17 work,3670,0.1782016348773842
Betty McCollum,Democrat,Biden,09-17 work,1465,0.1781569965870307
Albio Sires D-NJ,Democrat,Biden,09-17 work,1005,0.1781094527363184
Tim Kaine,Democrat,Biden,09-17 work,1860,0.17795698924731182
Michelle Grisham D-NM,Democrat,Trump,09-17 work,1551,0.17794970986460348
Mark Walker R-NC,Republican,Trump,09-17 work,2255,0.1778270509977827
Rick Larsen,Democrat,Trump,05-08 morning,991,0.17759838546922302
"Phillips, Dean",Democrat,Trump,09-17 work,1481,0.1775827143821742
Stephanie Murphy D-FL,Democrat,Trump,18-20 evening,361,0.1772853185595568
Donna Edwards D-MD,Democrat,Obama,05-08 morning,395,0.17721518987341772
Sheldon Whitehouse,Democrat,Obama,18-20 evening,842,0.17695961995249407
Jennifer A. Kiggans,Republican,Trump II,05-08 morning,549,0.1766848816029144
Susie Lee,Democrat,Trump,09-17 work,3662,0.1766794101583834
Paul Cook R-CA,Republican,Obama,05-08 morning,300,0.17666666666666667
John Katko R-NY,Republican,Biden,09-17 work,617,0.1766612641815235
Mike Kennedy,Republican,Trump II,05-08 morning,221,0.17647058823529413
Robert E. Latta,Republican,Trump,05-08 morning,238,0.17647058823529413
Suzan K. DelBene,Democrat,Biden,05-08 morning,636,0.1761006289308176
Emanuel Cleaver,Democrat,Obama,05-08 morning,284,0.176056338028169
Barry Loudermilk,Republican,Trump,09-17 work,989,0.17593528816986856
"Trone, David",Democrat,Trump,09-17 work,2299,0.17572857764245325
John Garamendi,Democrat,Trump,18-20 evening,313,0.1757188498402556
Richard E. Neal,Democrat,Trump,09-17 work,1810,0.17569060773480663
Alex Padilla,Democrat,Biden,18-20 evening,222,0.17567567567567569
Deborah K. Ross,Democrat,Biden,05-08 morning,558,0.17562724014336917
Nikema Williams,Democrat,Biden,21-23 late,205,0.17560975609756097
"Granger, Kay",Republican,Biden,09-17 work,507,0.1755424063116371
Lois Frankel,Democrat,Biden,09-17 work,3874,0.17552916881775943
Brett Guthrie,Republican,Obama,05-08 morning,211,0.17535545023696683
Josh Gottheimer,Democrat,Trump,18-20 evening,953,0.17523609653725078
Stephen Fincher R-TN,Republican,Obama,09-17 work,2237,0.17523468931604827
Mike Kennedy,Republican,Trump II,09-17 work,371,0.1752021563342318
Marie Newman D-IL,Democrat,Biden,18-20 evening,377,0.17506631299734748
Steven Horsford,Democrat,Trump,05-08 morning,686,0.1749271137026239
George Holding R-NC,Republican,Obama,09-17 work,526,0.17490494296577946
Andy Barr,Republican,Trump,18-20 evening,223,0.17488789237668162
Lois Frankel,Democrat,Obama,09-17 work,2156,0.174860853432282
Daniel Meuser,Republican,Trump,09-17 work,875,0.17485714285714285
Melanie A. Stansbury,Democrat,Biden,05-08 morning,750,0.17466666666666666
"LaMalfa, Doug",Republican,Trump,05-08 morning,298,0.174496644295302
Ron Johnson,Republican,Trump,05-08 morning,362,0.17403314917127072
Diana DeGette,Democrat,Obama,09-17 work,1972,0.17393509127789047
Kurt Schrader D-OR,Democrat,Trump,05-08 morning,213,0.17370892018779344
"Napolitano, Grace",Democrat,Biden,09-17 work,403,0.17369727047146402
Christopher A. Coons,Democrat,Biden,09-17 work,1952,0.17366803278688525
Tom Graves R-GA,Republican,Obama,09-17 work,2581,0.17357613328167376
Michael F. Bennet,Democrat,Biden,00-04 night,346,0.17341040462427745
Thad Cochran R-MS,Republican,Obama,09-17 work,1219,0.17309269893355209
Karen Bass D-CA,Democrat,Obama,09-17 work,1890,0.173015873015873
Brad Finstad,Republican,Trump II,05-08 morning,295,0.17288135593220338
Stacey E. Plaskett,Democrat,Biden,05-08 morning,319,0.1724137931034483
Adriano Espaillat,Democrat,Biden,21-23 late,319,0.1724137931034483
George Whitesides,Democrat,Trump II,09-17 work,441,0.17233560090702948
Rosa L. DeLauro,Democrat,Biden,05-08 morning,441,0.17233560090702948
"Spanberger, Abigail",Democrat,Trump,18-20 evening,441,0.17233560090702948
Robert Pittenger R-NC,Republican,Trump,09-17 work,505,0.17227722772277226
Cheri Bustos D-IL,Democrat,Trump,09-17 work,2836,0.17207334273624825
"Casey, Robert Jr.",Democrat,Obama,18-20 evening,279,0.17204301075268819
Michael T. McCaul,Republican,Trump,05-08 morning,378,0.17195767195767195
"Cardin, Benjamin",Democrat,Biden,18-20 evening,291,0.1718213058419244
Salud O. Carbajal,Democrat,Trump,05-08 morning,664,0.1716867469879518
Tammy Baldwin,Democrat,Biden,09-17 work,4486,0.17164511814534106
Michael T. McCaul,Republican,Trump,09-17 work,2466,0.17153284671532848
"Sherrill, Mikie",Democrat,Biden,18-20 evening,561,0.1711229946524064
Sam Graves,Republican,Trump,09-17 work,1777,0.1710748452447946
Dwight Evans,Democrat,Biden,05-08 morning,310,0.17096774193548386
Steny H. Hoyer,Democrat,Biden,09-17 work,3446,0.1709228090539756
"Johnson, Bill",Republican,Obama,18-20 evening,328,0.17073170731707318
"Cardenas, Tony",Democrat,Biden,09-17 work,1775,0.1707042253521127
Jacky Rosen,Democrat,Biden,18-20 evening,217,0.17050691244239632
Rick Larsen,Democrat,Trump,09-17 work,4604,0.170503909643788
"Molinaro, Marcus",Republican,Biden,09-17 work,833,0.17046818727490998
Mike Collins,Republican,Trump II,00-04 night,664,0.17018072289156627
Mike Coffman R-CO,Republican,Obama,09-17 work,1187,0.17017691659646167
